Nível de Utilização [%];Potência instalada [kVA];Coordenadas Geográficas
20%-39%;250;38.6517608614727, -9.07769410242761
60%-79%;400;38.6537409591439, -9.04062788976328
40%-59%;400;38.6272874115913, -9.08111618767564
0%-19%;1260;38.4914797272321, -8.90542982362811
60%-79%;250;42.0658370619163, -8.51936525493117
20%-39%;100;40.932672910901, -7.79235618157118
60%-79%;100;40.9862158945417, -8.01278863630298
0%-19%;160;41.5824779100867, -8.28185497576069
20%-39%;50;38.9014729485034, -7.64075645559685
60%-79%;100;40.0784999680799, -8.65505923058337
40%-59%;250;40.2511232544563, -8.42395784735043
20%-39%;100;39.8929004182335, -8.3609734179424
20%-39%;50;39.3564199555667, -9.01697911838575
20%-39%;630;39.3589050256337, -9.15689474883762
20%-39%;50;39.4644087295931, -7.9973903363078
0%-19%;630;38.9754253386193, -9.01515776524715
20%-39%;400;38.9983916998497, -8.97028492835187
0%-19%;50;39.9131558682413, -7.86042558603156
40%-59%;250;40.1575464345678, -7.46770261633105
40%-59%;100;39.8958348861355, -7.96921419413337
20%-39%;630;40.2082365097572, -8.40871877717449
0%-19%;400;41.3616335689752, -8.47625046055227
80%-99%;100;39.3636426401955, -8.88622097017846
0%-19%;630;38.7551265363095, -8.95551730202845
60%-79%;400;38.5404897779928, -8.88475546139966
60%-79%;400;38.6735252014767, -9.1592263169367
40%-59%;250;41.7718827126451, -8.57570784020694
20%-39%;50;41.3536613620298, -7.67385307084488
60%-79%;50;40.5531504905999, -7.86493174285472
40%-59%;250;40.961489909956, -8.64855038016421
20%-39%;160;41.5103703537635, -8.44623179606497
+100%;100;41.4242118966929, -8.38774920712402
60%-79%;100;41.4324472005979, -7.97035168255116
0%-19%;1890;40.1655027706005, -8.85963001055575
40%-59%;100;39.0399604839654, -9.07645638056872
20%-39%;630;38.8085358736416, -9.18821632923228
60%-79%;250;38.8819714402247, -7.20813976726894
20%-39%;400;41.3256126959399, -8.14649262867263
20%-39%;630;41.2330029717023, -8.66657460474723
40%-59%;630;41.1853498335025, -8.68621382365312
40%-59%;100;40.2656258055594, -7.38657221000148
80%-99%;160;39.9413098592197, -7.49914779346994
40%-59%;100;37.1680260844197, -8.53791060591312
0%-19%;400;37.1250256287461, -8.64709554786796
0%-19%;630;41.1660709080974, -8.65059283156718
20%-39%;630;39.2001670234599, -8.62876079821817
0%-19%;400;41.4158724989415, -8.44343906353839
20%-39%;100;39.6334147735388, -8.80174973138906
0%-19%;250;38.8126323291571, -9.44129071847354
20%-39%;160;38.730204687094, -9.14678361199276
20%-39%;50;39.5356234883548, -7.7790429085201
0%-19%;630;41.2122989808866, -8.63354612054478
20%-39%;400;41.1538499312012, -8.52361394326813
+100%;100;41.317349235307, -8.12491791440634
60%-79%;250;41.3193308484872, -8.35841739591481
+100%;50;41.2307721110487, -8.16867740715829
40%-59%;630;41.1913731866598, -8.58385279968697
40%-59%;160;39.6385122844735, -7.84487040475193
40%-59%;500;37.0646339539449, -8.09456058299858
20%-39%;400;41.2829908827317, -8.65658126848548
20%-39%;630;41.1648580714851, -8.62004120438397
20%-39%;630;41.1767640546312, -8.64789094777193
20%-39%;630;41.3163805119846, -8.70679720621131
+100%;160;38.9614162590189, -8.84002338992991
20%-39%;100;38.6464559074159, -8.75898041138095
+100%;250;38.5560446126893, -9.04343618115934
80%-99%;100;40.9292248702145, -8.05553588311407
0%-19%;250;40.9993270739847, -8.18125554117065
60%-79%;100;41.0552308662377, -8.30045718508649
0%-19%;630;40.9586091175142, -8.64696383250722
40%-59%;250;40.9341755164153, -8.24927434750016
0%-19%;630;41.449822433832, -8.27089875452715
20%-39%;250;41.5766013826213, -8.26440840266852
20%-39%;250;40.1306843169595, -8.52542553934721
20%-39%;400;40.3257712150246, -7.69135922300528
20%-39%;100;39.3460081845463, -9.01247667204711
40%-59%;500;38.7434279846569, -9.20153207503295
20%-39%;630;38.7348728969443, -9.30620906152116
60%-79%;50;39.0481326449998, -8.19397270006036
0%-19%;630;41.1706103957011, -8.52462227288695
80%-99%;250;38.3405090812445, -7.50974351284138
0%-19%;630;41.0426097990281, -8.61075301838336
40%-59%;630;39.6010904624373, -8.41543299251323
40%-59%;160;39.261968631245, -8.30759731701431
20%-39%;100;39.4795371505069, -8.66534104734674
60%-79%;100;39.4618442332409, -8.05947067735186
20%-39%;100;39.2022422618377, -8.59817695620357
40%-59%;100;38.5920311599605, -8.8871002600987
20%-39%;100;41.7902849337339, -7.68370599015268
80%-99%;50;41.2233843698623, -7.50125886528084
+100%;100;40.9445151979706, -7.96434554229377
40%-59%;400;41.540011105101, -6.96599718375485
20%-39%;500;41.4775423905836, -8.33679696887539
40%-59%;250;40.3388694574637, -7.85288705022009
60%-79%;50;38.8257436256547, -7.91045813015134
40%-59%;100;39.8707097789973, -8.42738163768404
0%-19%;200;39.8023229357697, -8.71451418789204
0%-19%;630;41.2104904683283, -8.3379233793967
20%-39%;1030;41.1363630777028, -8.53318176189865
40%-59%;50;39.2640094581514, -7.30757110639017
40%-59%;400;41.2217608733131, -8.61068677891581
60%-79%;400;41.1841043486612, -8.68838796372304
20%-39%;630;37.0677029932778, -8.09823354979193
40%-59%;400;38.7105135897156, -8.99180467960357
20%-39%;100;40.6014748672994, -7.76676911815933
20%-39%;50;40.699598159867, -7.6020761416138
40%-59%;160;40.9756598108913, -8.48711527568901
0%-19%;400;40.5940603646828, -8.61399616408668
20%-39%;630;40.648752026406, -8.63075722685718
40%-59%;630;38.6456717418496, -8.24853543172626
40%-59%;250;39.4197175133512, -8.97246558932096
0%-19%;630;38.7229576029492, -9.14060942522066
20%-39%;630;38.6981290835746, -9.42122192607354
20%-39%;250;38.9751479759511, -9.2590854959016
40%-59%;250;41.0976193574887, -8.34527534356172
40%-59%;400;40.2964016499737, -7.4722604685319
60%-79%;100;37.118343007634, -8.40117376719592
20%-39%;400;37.0265533310184, -7.8382686356574
0%-19%;400;41.1014879707054, -8.63118494078195
60%-79%;250;38.6355260126188, -9.1748882033134
40%-59%;100;42.0591239079884, -8.29675745131027
0%-19%;630;41.7562933093011, -7.46640385849335
60%-79%;50;41.0070209587697, -7.46622433680842
20%-39%;500;41.4482344298257, -8.30188173267366
40%-59%;1260;40.1072345447626, -8.50782067095501
20%-39%;250;40.1817722307987, -8.89732429538439
60%-79%;400;40.2149465984339, -8.85075115625849
20%-39%;400;39.6846141551321, -8.82129006156069
20%-39%;630;38.7292279870723, -9.32220727497536
60%-79%;400;39.5976893263878, -9.07088165358275
40%-59%;100;39.8037949531749, -8.65390209676395
0%-19%;630;38.7806029510162, -9.16924598482106
20%-39%;630;38.9451011579752, -9.35874116517935
80%-99%;100;41.0930736883518, -8.29786639840333
40%-59%;630;41.1956471353653, -8.63270966233179
80%-99%;250;41.5470627793128, -8.56981916243485
60%-79%;400;40.1711054314288, -8.43800102370446
20%-39%;200;40.2342174244258, -8.44505464428729
20%-39%;160;41.5730293217374, -6.53276908806717
20%-39%;400;41.0913010634401, -8.63076011717411
40%-59%;100;39.4221181344847, -8.44158682903763
40%-59%;100;39.0853322073884, -8.65936830095882
60%-79%;250;38.470399936617, -9.15055746134397
20%-39%;630;39.625889617026, -8.66131525017278
60%-79%;250;38.6240855890892, -8.91234843207424
40%-59%;250;38.6341699206146, -9.04840599092438
20%-39%;100;41.8035112830189, -8.77302881008106
0%-19%;630;40.6488031626596, -8.63429877149778
20%-39%;160;40.8901870679013, -8.52103849715593
60%-79%;100;40.6294406232035, -8.61053828747595
0%-19%;630;41.557367022606, -8.26857638671534
60%-79%;160;40.4257323493012, -7.7380054083506
20%-39%;400;39.2784891392177, -9.14822571429703
20%-39%;630;39.7498371972187, -8.92212221140463
20%-39%;160;38.9957098356535, -9.03755554387149
20%-39%;630;38.7573916487434, -9.12175816439266
40%-59%;100;39.1586182238736, -9.3354851693959
60%-79%;630;38.7589545525465, -9.24002645179687
80%-99%;315;41.2120656644871, -8.63540556903019
20%-39%;800;41.1828405535148, -8.65310542500591
20%-39%;630;41.152506075017, -8.52429568750911
40%-59%;250;41.205655122456, -8.3379065730247
60%-79%;250;40.2001553358406, -8.42150914264537
+100%;100;40.0652132421298, -7.46391329345826
60%-79%;500;37.0249677932481, -7.9204895705114
80%-99%;50;38.3935827581623, -7.51636870467688
20%-39%;630;41.1134567128217, -8.58961430481881
40%-59%;100;39.5664219784109, -8.40947636917638
20%-39%;630;38.5282172616622, -8.88379772221867
20%-39%;400;39.4622299244077, -8.50404570217671
40%-59%;630;38.625332134325, -9.08683022876421
40%-59%;160;41.8835742872473, -8.81535584153694
20%-39%;500;41.7475548259141, -7.47356725648047
20%-39%;50;40.6171345044445, -8.25102315989743
40%-59%;250;40.5742758535651, -8.5922681798489
60%-79%;160;41.5887353425044, -8.29262683231777
80%-99%;50;41.5919158890507, -8.14548334646558
60%-79%;250;38.6467576582922, -7.73049307561952
40%-59%;400;40.1224241007054, -8.24824666819871
40%-59%;63;40.4215288584659, -7.18064079180046
60%-79%;100;40.6065420692465, -7.51079394934306
0%-19%;630;39.3804809133233, -9.25391340397653
20%-39%;100;38.9603169141854, -9.10602388314237
0%-19%;630;41.183922765434, -8.62415701119927
20%-39%;630;41.2480145923009, -8.67496040052637
40%-59%;100;41.0930160074014, -8.16687311182367
20%-39%;630;41.217281079166, -8.56050750572697
40%-59%;250;41.3512526300765, -8.43804253816613
40%-59%;630;41.2117365882568, -8.46793774187311
20%-39%;250;39.0855713480976, -8.77649078490995
0%-19%;100;39.6061681261249, -8.5036350440803
80%-99%;100;38.6128358349271, -8.90134871699375
40%-59%;100;39.7242151992706, -8.58589553463247
20%-39%;630;38.6360297212838, -9.04242158515508
80%-99%;200;39.4763036964886, -8.45623080998118
60%-79%;250;41.7159449044913, -8.81147811447299
60%-79%;200;41.662899553169, -7.32883187683728
0%-19%;160;41.7392519496901, -7.48771064059111
0%-19%;100;40.7070680877691, -8.13738516261
80%-99%;100;40.6205192127223, -7.81444750158336
20%-39%;100;40.6271767023348, -8.04875067505512
20%-39%;250;40.7644409656729, -8.05400711511993
0%-19%;1260;40.6631645839386, -7.91238055136871
40%-59%;630;40.9227294946741, -8.38572365730656
20%-39%;100;41.7049459175172, -8.32573892949916
60%-79%;100;41.5830111321022, -6.94732889266236
40%-59%;160;41.5829987965568, -8.28498413389782
40%-59%;50;38.5437182449179, -7.3399643275662
20%-39%;250;40.1713771110901, -8.87792622178757
40%-59%;250;40.1821435800197, -8.54990788266925
20%-39%;250;40.2768210339252, -8.72208507972673
40%-59%;400;39.4182094389582, -9.19921424947954
0%-19%;630;38.7053457938659, -9.32718431689937
40%-59%;400;39.0731281147899, -8.87345684512434
20%-39%;250;39.0168733546259, -7.06117057573546
40%-59%;100;37.5175135613478, -8.77949220593357
20%-39%;250;37.2089347673763, -8.33095855102908
20%-39%;250;37.0976481335701, -8.45094282980009
20%-39%;250;41.3573242844395, -8.71559405313164
60%-79%;50;39.7278871770374, -8.01432834254962
40%-59%;250;39.504560112803, -8.60878802972442
20%-39%;630;41.7096715204209, -8.80236833532076
60%-79%;250;41.8102396748276, -8.85374407880444
20%-39%;100;40.6360941417802, -8.1992046539662
0%-19%;100;40.813448713934, -8.02657934078919
40%-59%;100;40.8352611628076, -7.81874170089913
20%-39%;250;40.9676954436389, -8.56572816627376
20%-39%;100;40.9933080898705, -8.60103952609418
60%-79%;100;41.4955016417838, -7.96310559028485
20%-39%;100;41.7263538941895, -8.47846030500816
+100%;100;41.6948868165958, -8.35358655198917
60%-79%;50;40.7822475379011, -7.59869236659597
0%-19%;630;40.5483377559491, -7.2393205836677
20%-39%;50;40.6231667966037, -7.14193891180946
60%-79%;1260;39.7484794201385, -8.81135237074646
40%-59%;630;39.9166861076232, -8.62768758034114
20%-39%;630;38.7616549744526, -9.11608184806781
40%-59%;630;38.7313571653771, -9.1119878563453
60%-79%;630;38.7050025166665, -9.18763204529596
0%-19%;630;38.739313959022, -9.22032452439103
40%-59%;160;41.352740054213, -8.23815880917384
20%-39%;100;41.3253529114331, -8.10666068779724
40%-59%;250;37.6246633119294, -7.52617927136376
0%-19%;50;39.952108442186, -7.27878921367546
60%-79%;160;40.2281512201448, -7.24072779369829
20%-39%;50;40.1303449469932, -7.14562746455387
40%-59%;400;38.6755484051594, -8.46118091444644
60%-79%;630;37.1669620089688, -8.25911418594486
40%-59%;630;37.05219571462, -8.05447093528249
40%-59%;630;37.0934732842297, -8.2446748151643
40%-59%;25;37.2189271972283, -7.50272924510274
40%-59%;500;37.0179178458972, -7.92223331932318
40%-59%;400;41.2116131061599, -8.54074449297311
40%-59%;630;41.3802743007776, -8.76832189163186
40%-59%;400;41.221374780193, -8.55265150211048
40%-59%;100;39.4618023973166, -8.24524933330585
40%-59%;100;41.7172817566535, -7.52952441428224
20%-39%;100;41.6075929856684, -7.33885557930827
0%-19%;100;39.0579687092748, -8.19780013473081
0%-19%;100;39.0346057743131, -9.24709864696804
40%-59%;250;41.2132854302466, -8.31831983358508
60%-79%;160;41.258917444998, -8.07422340368127
0%-19%;400;37.923733546757, -7.40517115791874
60%-79%;250;40.190813999261, -8.37769519192431
80%-99%;30;41.2740780092222, -7.05210590248213
20%-39%;630;37.1479730031007, -7.8769269678215
20%-39%;630;41.08803609206, -8.58422745230154
40%-59%;100;41.4826533056522, -7.43258982104867
60%-79%;315;41.2671453890191, -7.57527732926562
20%-39%;160;41.8913003872668, -8.52533613235734
0%-19%;630;40.4835300223974, -8.08864789402602
80%-99%;160;40.9931068159772, -8.45388896700263
40%-59%;630;40.9958864681358, -8.64312161081576
40%-59%;50;40.3013655343928, -8.50616664415872
0%-19%;160;40.7133557987896, -8.33923726382656
40%-59%;50;41.9296903562706, -6.72973217388867
0%-19%;50;40.1359244825549, -7.96018816506626
0%-19%;630;40.5595232346632, -7.23001588927643
40%-59%;160;39.9377866079985, -8.22412470341115
20%-39%;250;38.9980632376668, -9.32828234366951
40%-59%;400;38.8232001804252, -9.09165205432651
0%-19%;1260;38.719757136056, -9.14377041619567
80%-99%;400;38.8483206984066, -9.20109906316922
20%-39%;100;39.1058069842315, -8.18914125577252
20%-39%;630;39.0921468713556, -9.26098260602821
20%-39%;50;37.3698269261315, -7.90138851815424
0%-19%;160;39.6790217396448, -8.33586704880119
60%-79%;160;39.4505399118695, -8.47630568620487
60%-79%;250;39.2143272207504, -8.62377672106377
0%-19%;630;38.5376889519791, -8.85642859983664
20%-39%;630;38.6747858580253, -9.16099667597996
20%-39%;250;38.4932394887559, -9.05799234685642
20%-39%;400;39.2109114281472, -8.62898843722841
0%-19%;50;41.1407245551623, -7.81318539831791
0%-19%;50;40.7321067897599, -8.3281307212835
0%-19%;400;40.6387210444873, -8.61217467420626
0%-19%;400;40.7017684868153, -8.48280530245011
0%-19%;160;40.5563169114309, -8.58251533221672
+100%;100;41.2823550960258, -7.35754122886079
20%-39%;50;41.7628020977441, -8.28953082986848
20%-39%;250;40.74548495423, -7.12398608173641
20%-39%;100;39.7452743606709, -8.44369174105458
0%-19%;250;40.777118450352, -7.05932267524122
40%-59%;100;39.540454886848, -8.85187257435107
0%-19%;630;38.7098076113792, -9.13964919846406
20%-39%;160;38.9300171610726, -9.31049357500928
20%-39%;250;41.1703254182927, -8.12094405044832
80%-99%;250;41.2092821845361, -8.33736290483667
20%-39%;250;41.3492875172478, -8.26303351348148
+100%;250;41.3617839997002, -8.22192203614385
20%-39%;25;37.5031073052454, -8.2773378544002
20%-39%;50;37.8263206720596, -7.4347951216311
0%-19%;630;37.0931336339239, -8.26000953409936
40%-59%;630;37.1193879720759, -8.54411031520853
60%-79%;250;41.1193009846597, -8.56218207403913
20%-39%;630;41.1663651144442, -8.64721905184836
40%-59%;400;39.3369904414248, -8.9400979467983
20%-39%;250;39.4762800595889, -8.56604503810945
20%-39%;250;39.391974816632, -8.61677019031617
40%-59%;100;38.2184125985222, -8.64393774864816
40%-59%;315;38.5250191882255, -8.87024200270097
60%-79%;100;41.8920804902935, -8.41808277812878
40%-59%;50;40.3622440886199, -8.36769581821607
80%-99%;100;40.6372769225773, -8.48919499456583
40%-59%;250;40.4485797171903, -8.44531257208293
40%-59%;250;40.7729557744022, -8.63182866565437
0%-19%;160;41.5242291997434, -7.94197293132153
20%-39%;1260;40.112689118793, -8.49766552019817
60%-79%;50;40.6073776909039, -7.41794529177032
60%-79%;400;38.8412999043891, -9.0887656685293
20%-39%;630;38.9125908104652, -9.02454227824447
20%-39%;250;39.0515106354165, -7.64977394799315
60%-79%;630;41.2063344497911, -8.32665700440825
40%-59%;250;41.5504916390921, -8.62232962855003
20%-39%;400;40.2233542266093, -8.05335622379449
40%-59%;100;40.3406401349961, -8.69920077464287
20%-39%;100;37.216426424815, -8.65124227305007
60%-79%;630;37.1011615411004, -8.35664639207583
60%-79%;160;41.226807331404, -8.53562557606876
0%-19%;400;41.1437873503568, -8.60122069423275
40%-59%;250;39.678062679853, -8.5908707946807
80%-99%;20;41.7605237537654, -7.88831610155182
20%-39%;100;40.7113422348626, -7.74346410503101
60%-79%;100;40.1043384614602, -8.69162394152786
0%-19%;400;41.0692856853574, -7.14111726078719
0%-19%;100;40.594577056872, -7.22696113450077
20%-39%;50;39.7962210007575, -8.30935006720021
0%-19%;1260;38.8676193701945, -9.10595580322144
0%-19%;630;38.7653096686912, -9.17786242976476
20%-39%;315;41.1912614487447, -8.58166155865672
40%-59%;100;37.6418889714779, -7.85302027597387
40%-59%;630;41.5335934001751, -8.40394826639159
0%-19%;50;39.8483288963069, -8.07314484008388
20%-39%;500;40.3548512322058, -7.35344169520985
60%-79%;400;37.1464284653575, -8.55883041121939
60%-79%;630;37.0865686281604, -8.11091256977902
20%-39%;250;41.2763115089046, -8.57916862775952
20%-39%;250;41.077422809018, -8.56013299750507
0%-19%;630;41.1505636721422, -8.64765321864509
20%-39%;1260;39.2053129269681, -8.62425421277802
20%-39%;160;40.8248909131339, -7.94995456616908
20%-39%;400;40.9561830070075, -8.64281101242657
40%-59%;250;40.580876074779, -8.65916984777079
20%-39%;100;41.4692687717248, -8.26608685699041
20%-39%;160;41.5866034733755, -8.21772838163362
0%-19%;50;40.9805837757478, -7.16271988748315
20%-39%;50;39.9539957683932, -8.23299378622332
20%-39%;630;38.7375234107216, -9.14765283777073
20%-39%;250;41.3184123801365, -8.364096462852
20%-39%;630;41.1882873580882, -8.65975905746517
0%-19%;630;40.2869893222776, -7.50832098814085
40%-59%;250;38.7756252681531, -7.42355041042728
40%-59%;250;37.1074522215709, -8.47268312650183
0%-19%;100;37.3417636180861, -7.78133646580932
60%-79%;160;37.1159027839348, -8.69080146526952
20%-39%;630;41.1664816550069, -8.64960502369647
20%-39%;100;39.3427469648526, -8.70603088645042
40%-59%;250;39.487788659215, -8.30133774523529
20%-39%;400;38.0587725641729, -8.7924956823915
40%-59%;400;38.6100754447712, -9.1929206500491
60%-79%;100;41.181704950085, -7.6057142353362
40%-59%;250;41.0289743757525, -7.76943940442645
60%-79%;160;40.5541514337598, -8.46010068977225
60%-79%;100;40.558613360855, -8.4131980899618
80%-99%;160;41.3834196281022, -8.31065122210562
0%-19%;630;41.4511385119002, -8.35290441960703
20%-39%;630;41.5580506669446, -8.42187238696796
